id,Price
300000,80.36349
300001,80.48816
300002,87.00507
300003,79.756294
300004,79.83013
300005,80.98587
300006,86.43235
300007,84.12683
300008,85.83597
300009,84.701385
300010,81.43111
300011,82.79268
300012,82.758934
300013,82.05617
300014,80.51725
300015,83.55308
300016,84.600716
300017,84.43846
300018,71.87287
300019,82.63767
300020,84.48159
300021,78.64813
300022,81.8629
300023,83.32157
300024,81.01233
300025,79.96653
300026,83.82379
300027,77.62506
300028,80.298935
300029,84.78064
300030,83.25334
300031,79.58014
300032,76.86723
300033,79.158195
300034,87.0447
300035,83.293144
300036,79.18244
300037,87.93487
300038,77.8896
300039,80.66271
300040,80.30479
300041,70.53568
300042,84.92165
300043,87.76634
300044,88.83834
300045,56.780624
300046,80.2141
300047,79.1036
300048,89.59835
300049,83.367485
300050,86.86167
300051,82.19672
300052,84.81424
300053,80.82063
300054,83.58065
300055,77.4166
300056,79.83355
300057,78.769905
300058,85.69563
300059,87.063446
300060,79.12535
300061,82.135086
300062,78.97589
300063,83.86153
300064,85.43103
300065,85.95008
300066,79.083626
300067,81.73872
300068,86.88137
300069,78.59554
300070,80.45206
300071,84.448555
300072,72.57124
300073,81.43428
300074,83.23234
300075,82.00147
300076,77.75102
300077,81.18447
300078,84.15926
300079,79.43045
300080,71.51172
300081,79.47454
300082,80.43692
300083,79.18385
300084,81.80181
300085,81.05634
300086,78.815285
300087,82.22032
300088,74.09954
300089,86.85723
300090,86.869736
300091,86.617134
300092,80.83121
300093,85.36834
300094,85.289894
300095,76.36847
300096,88.99467
300097,73.485725
300098,81.13583
300099,81.45629
300100,84.364075
300101,82.17177
300102,86.378784
300103,80.12201
300104,84.13089
300105,85.159454
300106,83.48824
300107,81.66165
300108,78.72082
300109,83.7869
300110,81.16777
300111,78.42324
300112,82.069855
300113,84.47695
300114,82.56052
300115,76.522285
300116,87.631
300117,84.36798
300118,79.6574
300119,81.11434
300120,79.109604
300121,88.92727
300122,83.31593
300123,78.77001
300124,79.42791
300125,86.291176
300126,80.855255
300127,81.27561
300128,78.823654
300129,87.33868
300130,80.97027
300131,78.35172
300132,82.85296
300133,75.810684
300134,75.03302
300135,86.404686
300136,79.08042
300137,79.43001
300138,77.98231
300139,81.61874
300140,83.39409
300141,81.93594
300142,81.007
300143,84.19613
300144,75.14787
300145,83.907394
300146,81.280266
300147,87.19608
300148,85.52151
300149,85.35612
300150,82.44168
300151,75.926735
300152,80.108
300153,79.710236
300154,80.28105
300155,81.408035
300156,87.4483
300157,83.35709
300158,83.45511
300159,87.84619
300160,72.916725
300161,77.72989
300162,80.54678
300163,83.91006
300164,71.08026
300165,81.69678
300166,72.97539
300167,83.00608
300168,86.00102
300169,81.46867
300170,80.86234
300171,77.43934
300172,77.50581
300173,86.64775
300174,82.892914
300175,70.777985
300176,88.07339
300177,80.35211
300178,84.81967
300179,80.23877
300180,89.286705
300181,82.145035
300182,76.14832
300183,77.212036
300184,83.18948
300185,84.47143
300186,79.643196
300187,80.517494
300188,82.371895
300189,84.99288
300190,82.62755
300191,79.44927
300192,74.687675
300193,84.51295
300194,84.08032
300195,78.48235
300196,80.89243
300197,74.61365
300198,76.24424
300199,72.4918
300200,82.15579
300201,80.56755
300202,87.19076
300203,78.76846
300204,76.623886
300205,81.29457
300206,79.028114
300207,74.75721
300208,94.675575
300209,83.53898
300210,81.56351
300211,86.28262
300212,80.349686
300213,81.824356
300214,77.979095
300215,79.72782
300216,71.190025
300217,77.59366
300218,82.881294
300219,81.021416
300220,81.89335
300221,88.72646
300222,85.684814
300223,84.15396
300224,82.36721
300225,81.611946
300226,66.56012
300227,79.18886
300228,83.081764
300229,82.24756
300230,85.82871
300231,74.36146
300232,78.3421
300233,78.09789
300234,83.200226
300235,77.65863
300236,83.25647
300237,83.90163
300238,80.297424
300239,76.24449
300240,87.312
300241,82.19051
300242,85.89569
300243,76.35399
300244,83.34958
300245,87.33072
300246,76.23253
300247,81.22638
300248,83.827484
300249,82.16921
300250,77.93767
300251,82.1078
300252,82.500496
300253,78.76994
300254,86.463715
300255,84.45178
300256,83.17862
300257,88.28689
300258,78.01177
300259,84.136765
300260,80.03649
300261,82.74059
300262,85.30496
300263,81.966866
300264,82.317184
300265,93.86089
300266,80.618355
300267,85.155716
300268,83.534134
300269,78.15196
300270,82.15961
300271,83.32093
300272,80.38384
300273,82.34728
300274,81.7584
300275,79.27091
300276,78.78849
300277,78.52539
300278,78.741196
300279,80.654526
300280,75.19308
300281,63.89656
300282,84.08766
300283,83.40325
300284,92.338066
300285,77.61702
300286,79.00685
300287,83.1428
300288,78.56597
300289,76.89702
300290,82.49637
300291,84.19075
300292,88.23016
300293,85.8835
300294,85.88841
300295,81.71125
300296,82.2356
300297,80.50927
300298,78.69473
300299,80.80155
300300,83.12116
300301,77.89495
300302,83.33382
300303,83.97806
300304,87.13043
300305,78.84249
300306,85.19841
300307,80.919174
300308,83.59484
300309,83.83092
300310,89.27344
300311,82.99928
300312,78.18367
300313,79.51061
300314,79.36319
300315,79.888214
300316,81.5894
300317,87.86034
300318,77.53717
300319,71.76701
300320,81.631935
300321,81.26347
300322,77.97973
300323,78.70843
300324,85.61574
300325,75.71489
300326,82.442474
300327,78.99346
300328,79.49615
300329,78.8526
300330,83.659775
300331,82.50432
300332,79.89757
300333,77.528465
300334,80.66167
300335,81.502846
300336,85.02498
300337,77.08701
300338,82.16797
300339,86.084145
300340,84.53431
300341,78.87215
300342,81.38514
300343,84.13751
300344,77.61847
300345,79.8015
300346,79.537766
300347,83.58728
300348,84.33939
300349,81.73205
300350,79.092064
300351,79.65378
300352,83.37151
300353,82.44635
300354,79.869774
300355,81.56001
300356,73.51896
300357,79.26109
300358,78.75193
300359,81.712814
300360,81.38292
300361,70.181946
300362,80.30048
300363,80.00477
300364,82.24935
300365,79.34432
300366,76.68489
300367,91.416626
300368,80.697235
300369,80.10811
300370,84.082016
300371,79.895546
300372,75.03824
300373,79.663605
300374,77.59395
300375,78.622536
300376,82.970314
300377,79.1468
300378,78.27223
300379,91.13892
300380,79.741974
300381,80.22346
300382,86.89534
300383,86.50664
300384,85.16315
300385,80.98068
300386,77.3239
300387,83.92585
300388,86.07395
300389,80.65624
300390,81.09533
300391,73.95296
300392,65.38593
300393,79.540276
300394,80.981415
300395,82.41624
300396,80.31426
300397,81.7132
300398,82.06179
300399,79.06414
300400,84.82678
300401,83.13589
300402,82.718346
300403,86.38739
300404,79.194244
300405,78.98131
300406,82.16259
300407,82.50082
300408,76.42804
300409,82.67786
300410,79.4274
300411,80.97022
300412,79.80887
300413,76.64387
300414,82.2486
300415,88.664536
300416,81.932724
300417,86.01447
300418,83.70718
300419,81.350426
300420,78.46561
300421,80.07299
300422,82.07343
300423,83.64958
300424,81.23405
300425,77.19387
300426,89.23595
300427,81.80727
300428,82.55629
300429,76.21915
300430,71.9212
300431,84.807175
300432,87.69549
300433,80.994
300434,80.061386
300435,83.03568
300436,76.8118
300437,80.04395
300438,85.46928
300439,80.37711
300440,84.71078
300441,83.74241
300442,82.9769
300443,84.44815
300444,81.01008
300445,75.12921
300446,80.80035
300447,78.15633
300448,76.8411
300449,76.47025
300450,84.05232
300451,84.18302
300452,92.60315
300453,72.44015
300454,78.285866
300455,81.84044
300456,82.408
300457,79.50215
300458,82.68252
300459,76.82095
300460,79.59784
300461,79.28546
300462,84.25215
300463,75.80142
300464,85.20474
300465,90.55181
300466,78.77298
300467,80.52544
300468,85.23528
300469,79.97953
300470,82.60502
300471,81.83326
300472,88.855316
300473,82.295105
300474,77.38969
300475,77.86726
300476,81.54199
300477,80.36588
300478,80.616165
300479,87.27008
300480,81.129875
300481,81.43496
300482,81.566284
300483,75.953224
300484,80.92361
300485,84.04958
300486,81.89558
300487,80.357666
300488,81.009865
300489,82.608185
300490,84.089874
300491,82.56761
300492,79.61362
300493,85.17999
300494,82.872444
300495,75.566925
300496,83.178696
300497,76.106125
300498,77.3873
300499,83.46303
300500,79.309166
300501,83.07912
300502,79.14645
300503,80.43488
300504,81.20788
300505,85.57786
300506,82.37928
300507,80.70531
300508,78.310165
300509,88.88731
300510,84.45252
300511,82.71328
300512,82.0484
300513,80.9578
300514,65.1437
300515,85.437584
300516,81.05546
300517,77.90748
300518,82.583466
300519,74.26557
300520,77.38783
300521,76.80852
300522,84.10467
300523,76.44856
300524,81.12194
300525,77.818504
300526,84.12681
300527,81.48899
300528,79.783195
300529,79.50388
300530,83.01908
300531,76.90471
300532,79.77326
300533,85.65762
300534,82.529335
300535,84.07932
300536,61.80077
300537,77.86436
300538,74.51492
300539,80.323
300540,89.626656
300541,84.64179
300542,85.68778
300543,82.45083
300544,83.71084
300545,75.71799
300546,81.99268
300547,80.113525
300548,81.76399
300549,68.10171
300550,80.80006
300551,80.66866
300552,83.74617
300553,78.101524
300554,86.34106
300555,80.29812
300556,82.615654
300557,75.944786
300558,85.5941
300559,78.82018
300560,80.929054
300561,83.00189
300562,79.79155
300563,71.42326
300564,79.78105
300565,77.9889
300566,81.71238
300567,67.49882
300568,87.68368
300569,83.007095
300570,76.75518
300571,79.82726
300572,84.06412
300573,79.907616
300574,80.21209
300575,84.97058
300576,96.56195
300577,79.98231
300578,74.19222
300579,80.080894
300580,79.800446
300581,79.79529
300582,80.53667
300583,87.84679
300584,86.91489
300585,82.89781
300586,82.73214
300587,80.88645
300588,84.17564
300589,82.040726
300590,87.265114
300591,81.41641
300592,83.8128
300593,69.30603
300594,80.66468
300595,78.70333
300596,79.71996
300597,82.03326
300598,79.280106
300599,80.206436
300600,81.12213
300601,84.830315
300602,83.47749
300603,86.56959
300604,76.5603
300605,84.82539
300606,83.868126
300607,86.84935
300608,82.38946
300609,81.88809
300610,80.864975
300611,80.42418
300612,82.50422
300613,81.28616
300614,82.90759
300615,82.35364
300616,77.57869
300617,80.262634
300618,83.299515
300619,82.03514
300620,86.45632
300621,79.35149
300622,76.89112
300623,81.85688
300624,83.66785
300625,80.65567
300626,81.943565
300627,89.57639
300628,81.51579
300629,84.68108
300630,78.099686
300631,83.56112
300632,80.234055
300633,77.72864
300634,82.29764
300635,84.33801
300636,83.50739
300637,79.29341
300638,83.165596
300639,85.076546
300640,87.354164
300641,78.40958
300642,77.41742
300643,80.73459
300644,78.44255
300645,71.99525
300646,73.3734
300647,75.6078
300648,83.370186
300649,82.60055
300650,88.77103
300651,82.714066
300652,88.07484
300653,92.850586
300654,84.842896
300655,78.91603
300656,82.333595
300657,79.55829
300658,84.12297
300659,84.76611
300660,80.3325
300661,83.46469
300662,81.65077
300663,78.71185
300664,77.61578
300665,80.492455
300666,79.203804
300667,82.20136
300668,78.56623
300669,84.040276
300670,79.25749
300671,83.44534
300672,79.232475
300673,83.40352
300674,81.70381
300675,82.80252
300676,76.24964
300677,81.82477
300678,80.15684
300679,81.145226
300680,78.92586
300681,79.56727
300682,83.602585
300683,83.16082
300684,83.39255
300685,77.98887
300686,84.66599
300687,83.93215
300688,88.19382
300689,79.97258
300690,85.280685
300691,81.39431
300692,76.99949
300693,81.25864
300694,81.60082
300695,84.58729
300696,79.51148
300697,86.942924
300698,87.57584
300699,73.98783
300700,79.27044
300701,77.75038
300702,76.51834
300703,88.2533
300704,78.70142
300705,76.06907
300706,81.14798
300707,82.29567
300708,84.535545
300709,78.442444
300710,83.789246
300711,79.88444
300712,83.82257
300713,80.17054
300714,80.26505
300715,81.21865
300716,80.410736
300717,80.18217
300718,80.94705
300719,81.12875
300720,82.76393
300721,84.84492
300722,81.79642
300723,79.408516
300724,80.7819
300725,86.3058
300726,72.75266
300727,80.56291
300728,75.81182
300729,73.35373
300730,77.168816
300731,87.9314
300732,76.59397
300733,82.98128
300734,85.35832
300735,78.28342
300736,83.42223
300737,83.016945
300738,82.037926
300739,98.96408
300740,77.91868
300741,75.293655
300742,85.54596
300743,82.24781
300744,82.95566
300745,85.259865
300746,82.89526
300747,81.297424
300748,80.33957
300749,80.99463
300750,84.73288
300751,76.479385
300752,79.745804
300753,89.38014
300754,80.23334
300755,84.56049
300756,78.020744
300757,78.48073
300758,79.473404
300759,80.60191
300760,79.28247
300761,83.64254
300762,80.41963
300763,84.07517
300764,81.84502
300765,74.910324
300766,80.134415
300767,82.092926
300768,85.759346
300769,80.03346
300770,86.95401
300771,82.11507
300772,76.66765
300773,84.29135
300774,76.27813
300775,82.65296
300776,84.0868
300777,79.64643
300778,81.643295
300779,80.470184
