id,Price
300000,81.75639
300001,84.75851
300002,82.14417
300003,82.08859
300004,78.521645
300005,83.414505
300006,81.75193
300007,83.153595
300008,81.09187
300009,81.45694
300010,80.06192
300011,80.19551
300012,81.70564
300013,82.9367
300014,81.07475
300015,83.03896
300016,82.625015
300017,81.72339
300018,82.19446
300019,82.81553
300020,85.29555
300021,81.98957
300022,81.067955
300023,81.99419
300024,84.16291
300025,82.23867
300026,81.98867
300027,81.21502
300028,82.29393
300029,83.32931
300030,83.015724
300031,81.04181
300032,83.99881
300033,81.56484
300034,80.01029
300035,81.07944
300036,82.10066
300037,81.36065
300038,81.55008
300039,81.272156
300040,81.26279
300041,80.31232
300042,83.41865
300043,82.43613
300044,83.817154
300045,83.515015
300046,82.996124
300047,82.11726
300048,83.293175
300049,80.220116
300050,79.00527
300051,81.80202
300052,81.76897
300053,81.931076
300054,83.81553
300055,80.225174
300056,79.22462
300057,81.16917
300058,83.50777
300059,82.10486
300060,80.02199
300061,82.10939
300062,82.56411
300063,80.99979
300064,79.71219
300065,81.85502
300066,82.32346
300067,81.41591
300068,79.57987
300069,80.85146
300070,81.613
300071,82.02206
300072,81.231674
300073,82.143105
300074,82.2261
300075,81.50858
300076,81.152054
300077,79.64937
300078,82.63974
300079,82.67456
300080,82.22086
300081,83.164
300082,81.061195
300083,81.04453
300084,79.95292
300085,82.58834
300086,80.95182
300087,80.703156
300088,81.273766
300089,83.68396
300090,83.24141
300091,82.6065
300092,81.250084
300093,80.277664
300094,79.96382
300095,81.51399
300096,80.4081
300097,81.077576
300098,83.23618
300099,82.0561
300100,81.35277
300101,80.85982
300102,84.229996
300103,76.44771
300104,83.10233
300105,83.51468
300106,81.42828
300107,80.76882
300108,80.20692
300109,82.62773
300110,83.08365
300111,78.18931
300112,81.79642
300113,80.25243
300114,82.783646
300115,80.46337
300116,82.537224
300117,83.27021
300118,81.40831
300119,78.79786
300120,80.99255
300121,82.627716
300122,83.215576
300123,81.61284
300124,82.74074
300125,81.90215
300126,80.685036
300127,81.458275
300128,81.50392
300129,82.917366
300130,82.39354
300131,81.821526
300132,83.143715
300133,82.697014
300134,81.45244
300135,81.59284
300136,79.790085
300137,82.827866
300138,81.011566
300139,82.60578
300140,81.79466
300141,81.22566
300142,81.03283
300143,82.87687
300144,81.79301
300145,83.28565
300146,82.39353
300147,82.88368
300148,82.42427
300149,82.14769
300150,83.570175
300151,81.37649
300152,81.03797
300153,81.47887
300154,81.20202
300155,81.04595
300156,87.26234
300157,81.25003
300158,83.33654
300159,83.174675
300160,82.50002
300161,80.62755
300162,81.34773
300163,80.79224
300164,81.30028
300165,82.66113
300166,82.61265
300167,82.83082
300168,82.54191
300169,79.65864
300170,80.0072
300171,79.85947
300172,81.49421
300173,81.63
300174,80.07047
300175,78.112885
300176,82.914925
300177,81.68293
300178,81.75668
300179,83.38886
300180,85.03338
300181,81.06416
300182,80.96229
300183,81.07615
300184,83.881386
300185,80.77186
300186,82.98946
300187,83.601616
300188,83.625824
300189,85.03093
300190,82.97003
300191,82.39382
300192,82.788086
300193,81.01687
300194,82.73333
300195,82.147354
300196,81.705864
300197,81.03672
300198,81.510086
300199,81.43991
300200,81.08263
300201,82.72777
300202,80.89873
300203,82.18391
300204,79.50684
300205,80.98242
300206,80.46608
300207,79.65216
300208,79.881195
300209,83.10544
300210,79.832855
300211,82.42742
300212,80.34668
300213,82.880264
300214,83.050835
300215,80.138466
300216,80.67846
300217,81.114334
300218,81.267204
300219,83.13497
300220,79.54497
300221,82.73477
300222,83.00089
300223,80.682465
300224,80.73751
300225,82.708496
300226,85.81567
300227,79.98095
300228,81.99685
300229,81.06659
300230,83.20975
300231,82.102936
300232,82.90841
300233,81.06152
300234,83.90876
300235,82.4329
300236,79.694534
300237,80.70036
300238,83.43795
300239,79.63628
300240,81.24393
300241,82.66044
300242,82.196594
300243,78.212654
300244,82.19251
300245,82.531975
300246,80.872154
300247,82.061516
300248,83.57406
300249,83.13745
300250,79.437935
300251,83.05587
300252,81.54341
300253,80.61405
300254,83.9171
300255,81.68292
300256,82.872154
300257,82.569405
300258,80.17891
300259,85.68912
300260,82.75683
300261,79.540596
300262,83.58234
300263,82.49773
300264,80.60122
300265,83.50095
300266,80.47941
300267,83.02654
300268,82.3509
300269,79.7165
300270,80.335236
300271,81.96436
300272,81.13192
300273,81.73466
300274,81.9929
300275,82.35534
300276,81.724014
300277,80.48895
300278,80.29712
300279,80.91163
300280,80.64792
300281,81.283455
300282,82.09469
300283,82.20024
300284,83.02549
300285,80.91301
300286,81.53297
300287,83.04932
300288,79.54126
300289,80.9668
300290,83.594925
300291,84.101715
300292,81.986916
300293,81.48779
300294,81.984634
300295,81.35769
300296,82.41218
300297,80.78472
300298,79.3103
300299,80.583374
300300,82.14692
300301,81.187065
300302,78.59172
300303,81.26092
300304,83.70818
300305,79.55264
300306,80.55908
300307,82.96452
300308,81.33357
300309,82.2445
300310,82.63902
300311,83.81067
300312,79.692665
300313,79.81686
300314,80.84253
300315,80.52886
300316,80.911514
300317,83.3585
300318,80.65564
300319,80.02316
300320,82.26545
300321,80.932304
300322,82.384964
300323,82.10426
300324,82.04336
300325,80.8407
300326,82.21925
300327,80.27405
300328,82.62443
300329,81.18855
300330,84.11386
300331,81.09491
300332,81.22166
300333,81.21743
300334,81.26998
300335,82.37707
300336,82.18979
300337,81.556046
300338,82.40715
300339,82.84539
300340,80.767845
300341,81.87873
300342,82.59577
300343,79.62925
300344,81.2075
300345,81.70652
300346,83.480934
300347,82.761795
300348,81.76949
300349,81.389206
300350,81.4689
300351,82.346405
300352,80.39835
300353,78.982574
300354,82.388176
300355,80.24148
300356,78.71496
300357,80.90051
300358,80.85367
300359,82.18377
300360,82.64117
300361,80.68744
300362,80.073845
300363,80.58017
300364,81.95146
300365,80.20907
300366,80.20956
300367,80.52823
300368,81.896255
300369,82.55921
300370,79.79145
300371,83.69434
300372,81.260796
300373,81.54766
300374,79.18853
300375,81.70867
300376,82.7428
300377,81.21318
300378,80.60508
300379,82.18213
300380,83.74936
300381,81.08488
300382,83.64122
300383,80.98149
300384,83.11942
300385,81.87374
300386,79.64377
300387,83.289825
300388,81.92174
300389,83.986145
300390,81.83544
300391,81.5231
300392,77.62456
300393,80.357635
300394,82.74312
300395,81.28425
300396,81.32297
300397,83.294716
300398,81.86201
300399,80.381256
300400,81.664406
300401,83.521
300402,82.23711
300403,84.26563
300404,81.29668
300405,80.51034
300406,82.2948
300407,82.840935
300408,80.65714
300409,83.59513
300410,80.53226
300411,82.60007
300412,80.25003
300413,80.41669
300414,82.90196
300415,82.74432
300416,81.10212
300417,81.618965
300418,82.0576
300419,80.055695
300420,83.35662
300421,80.18605
300422,81.31909
300423,82.5504
300424,82.01567
300425,81.2083
300426,85.114685
300427,81.7703
300428,83.211006
300429,80.42897
300430,79.68194
300431,82.16515
300432,82.68264
300433,81.16031
300434,81.060524
300435,82.11882
300436,79.50647
300437,80.35995
300438,83.598434
300439,82.032036
300440,83.85931
300441,82.65309
300442,81.58999
300443,82.91776
300444,83.536606
300445,82.733475
300446,82.66621
300447,78.264465
300448,82.43327
300449,80.804985
300450,81.67183
300451,81.84172
300452,81.21438
300453,81.29849
300454,81.88632
300455,83.82326
300456,81.74705
300457,80.26048
300458,85.31654
300459,81.06032
300460,81.05578
300461,81.03235
300462,82.98111
300463,79.676346
300464,79.66498
300465,82.80336
300466,81.87514
300467,80.55973
300468,79.79973
300469,80.110695
300470,83.26216
300471,80.309875
300472,80.552124
300473,81.52269
300474,79.8571
300475,81.248856
300476,80.31604
300477,80.417114
300478,80.6432
300479,81.12483
300480,80.98863
300481,80.68135
300482,81.494896
300483,79.08017
300484,81.97862
300485,81.36501
300486,80.26319
300487,81.81584
300488,80.62025
300489,81.335815
300490,81.93588
300491,80.90018
300492,81.63172
300493,83.57048
300494,82.20307
300495,81.11526
300496,82.98269
300497,79.93763
300498,81.2383
300499,82.92896
300500,79.48053
300501,81.47082
300502,81.36407
300503,80.53953
300504,81.37128
300505,82.20491
300506,82.477936
300507,80.86373
300508,79.086044
300509,83.929276
300510,82.17447
300511,82.764114
300512,80.452644
300513,82.64435
300514,80.79381
300515,82.16658
300516,81.446465
300517,80.94156
300518,81.42283
300519,79.549866
300520,83.15366
300521,81.07925
300522,81.010506
300523,82.68035
300524,76.15514
300525,81.50222
300526,81.84258
300527,82.52451
300528,80.91527
300529,82.80998
300530,84.45975
300531,79.78971
300532,82.21528
300533,80.98064
300534,81.99645
300535,83.37183
300536,80.92361
300537,82.43668
300538,80.09189
300539,81.1218
300540,82.872696
300541,81.36634
300542,80.861664
300543,82.98601
300544,81.41489
300545,80.6708
300546,82.132095
300547,80.49259
300548,81.02486
300549,80.92625
300550,81.78377
300551,82.628204
300552,82.22085
300553,79.18572
300554,82.725914
300555,81.68911
300556,81.45314
300557,79.58469
300558,81.94564
300559,81.199295
300560,81.428154
300561,81.53537
300562,81.09703
300563,76.71416
300564,79.78787
300565,80.79821
300566,82.9377
300567,76.07665
